tic,equity,shares,ebit,net_income,sale,price
DOOR,624.882,24.87,167.116,44.602,2176.683,72.21
LTRPA,320,75.082,129,-22,1560,7.35
RLMD,7.613,38.979,-11.622,-17.318,0,39
SPKE,51.01,14.38,38.436,8.45,813.725,9.23
ANET,2894.686,76.389,805.774,859.867,2410.706,203.4
CSCO,33571,4250,14171,11621,51904,47.96
BXMT,3762.583,135.004,765.39,305.567,882.679,37.22
HQY,1030.295,71.051,109.117,39.664,531.993,74.07
HOLX,2115.7,267.685,600.3,-203.6,3367.3,52.21
TRUP,136.76,34.947,-1.568,-1.809,383.936,37.46
SAGE,944.655,51.877,-708.124,-680.238,6.868,72.19
PLYM,107.997,14.141,3.191,-10.42,75.29,18.39
CNNE,1488.5,79.517,-107.2,77.3,1070,37.19
ATEX,245.066,17.185,-37.101,-37.638,1.564,43.21
LNTH,114.601,39.251,59.671,31.667,347.337,20.51
XENT,118.058,32.235,-45.394,-42.994,109.142,24.9
ATRA,290.781,56.806,-295.681,-290.976,0,16.47
OCUL,-3.63,50.334,-85.802,-86.372,4.227,3.95
BSIG,64.4,85.886,291.8,223.9,819.5,10.22
ADVM,174.957,67.329,-68.545,-64.486,0.25,11.52
VKTX,277.119,72.414,-32.687,-25.779,0,8.02
AKTS,25.955,30.141,-27.517,-29.248,1.443,8
AXDX,-7.379,54.709,-72.831,-84.305,9.297,16.9
LOCO,245.566,35.127,33.801,24.9,442.33,15.14
NBEV,92.275,81.873,-46.618,-89.835,253.708,1.82
LBRDK,10667.946,181.901,-29.277,117.216,14.859,125.75
VICR,205.562,40.526,14.101,14.098,262.977,46.72
AVNS,1265.2,47.528,57.7,-45.9,697.6,33.7
GVA,1141.471,45.504,-86.303,-60.191,3445.606,27.67
LSTR,721.469,39.473,298.904,227.72,4089.618,113.87
KMPR,3972.3,66.666,703.4,531.1,5014.3,77.5
UNVR,1732.8,168.7,445.2,-100.2,9286.9,24.24
VYNE,17.575,61.581,-95.873,-95.178,0.443,3.33
W,-944.208,93.6,-929.941,-984.584,9127.057,90.37
AAON,290.14,52.079,67.348,53.711,469.333,49.41
CIVB,330.126,16.688,58.086,33.878,120.497,24
RYTM,281.02,43.997,-146,-140.729,0,22.96
PGRE,3785.73,227.432,133.877,-36.899,769.615,13.92
GWB,1900.249,56.284,269.749,167.365,603.649,34.74
CALA,142.426,63.514,-92.895,-89.86,0,5.71
STOR,4485.385,239.823,361.877,284.975,665.714,37.24
VBTX,1190.797,51.064,188.554,90.739,408.866,29.13
AFMD,43.391,76.25,-36.657,-36.319,24.005,2.74
PRAH,1089.991,63.492,366.818,243.02,3066.262,111.15
NVEC,77.995,4.835,15.515,14.527,25.412,71.4
CDK,-729.6,121.1,604.8,124,1914.8,54.68
MMSI,949.944,55.213,50.604,5.451,994.852,31.22
FRPT,131.265,36.148,-0.253,-1.383,245.862,59.09
CZR,1117.257,77.569,448.455,81.001,2528.249,59.64
TBK,636.59,24.965,131.206,58.544,342.722,38.02
BSGM,11.147,23.323,-34.604,-34.055,0,5.92
CFG,20631,433.121,3250,1791,8066,40.61
CHRS,105.214,70.367,109.068,89.833,356.071,18.005
HUBS,649.958,42.955,-46.464,-53.746,674.86,158.5
BOOT,321.693,28.809,73.668,47.949,845.575,44.53
FGEN,516.135,87.657,-89.314,-76.97,256.577,42.89
NVRO,216.352,31.544,-87.279,-103.686,390.255,117.54
WK,65.343,46.639,-45.722,-48.134,297.891,42.05
SNR,236.395,82.964,49.567,2.014,345.903,7.65
CRBP,6.158,64.673,-77.105,-71.454,36.144,5.46
SIEN,81.882,49.54,-88.766,-106.818,83.699,8.94
SYNH,3029.654,103.866,341.164,131.258,4675.815,59.475
UPLD,212.861,25.25,15.351,-45.371,222.637,35.71
GRBK,523.168,50.488,70.423,58.656,791.66,11.48
MCF,115.932,128.978,-146.554,-159.796,76.512,3.67
JYNT,5.721,13.883,3.576,3.324,48.451,16.14
IBOC,2118.053,65.2,366.921,205.104,647.227,43.07
AXTA,1354.2,234.9,568.8,249,4482.2,30.4
FND,764.336,101.458,171.149,150.631,2045.456,50.81
NEWR,390.639,59.838,-80.066,-88.937,599.51,65.71
TBI,625.973,37.222,67.741,63.073,2368.779,24.06
HCA,-2808,338.446,7218,3505,51336,147.81
XLNX,2315.049,243.81,834.44,792.721,3162.666,97.77
GNSS,35.381,32.95,3.136,2.785,36.979,3.27
CURO,50.513,41.156,232.152,111.488,1141.797,12.18
PARR,648.242,53.254,152.684,40.809,5401.516,23.24
UE,967.816,121.37,100.434,109.523,397.423,19.18
GMS,633.981,42.554,171.322,23.381,3241.307,27.08
PIRS,51.352,55.212,-27.157,-25.469,46.279,3.62
SUM,1427.407,113.309,215.78,59.066,2222.14,23.9
LCI,334.041,38.011,129.77,-272.107,655.407,8.82
VSTO,442.505,58.039,46.124,-155.079,1755.871,7.48
ESTE,345.564,29.421,52.987,0.719,191.262,6.33
SHAK,298.814,34.417,27.163,19.827,594.519,59.57
DEA,1062.621,74.832,35.439,7.207,221.722,23.73
INOV,688.159,155.077,76.66,7.775,642.41,18.82
SYBT,406.297,22.604,104.095,66.067,197.413,41.06
CC,689,163.574,603,-52,5526,18.09
TRMB,3119,249.9,424.3,514.3,3264.3,41.69
VERU,32.333,65.038,-6.436,-12.017,31.803,3.35
AJX,359.882,22.142,89.844,34.705,117.924,14.81
NVTA,379.64,98.796,-195.508,-241.965,216.824,16.13
FNWB,176.851,9.938,18.977,9.014,56.325,18.13
XHR,1739.021,112.671,120.058,55.4,1149.087,21.61
EXPO,350.251,51.756,85.111,82.46,417.199,69.01
GDDY,772,172.867,209.7,137,2988.1,67.92
UNIT,-1566.868,192.142,345.225,10.582,1057.611,8.21
ENR,543.8,68.902,426.9,51.1,2494.5,50.22
BHE,1014.832,36.957,49.327,23.425,2268.095,34.36
NXRT,426.241,25.246,14.909,99.14,181.066,45
FRTA,120.967,64.741,81.553,-7.331,1529.752,11.56
VRAY,216.174,147.192,-112.895,-120.199,87.782,4.22
SEDG,811.67,48.898,223.147,146.549,1425.66,95.09
NSA,701.452,59.659,120.562,3.983,382.926,33.62
BLBD,-67.811,26.476,64.966,24.3,1018.874,22.92
MTRX,351.957,26.807,37.93,27.982,1416.68,22.88
ESE,826.222,25.981,112.852,81.039,812.97,92.5
CABO,841.569,5.715,334.922,178.582,1167.997,1488.47
ETSY,406.634,118.343,92.678,95.894,818.379,44.3
BLD,1152.889,33.49,292.462,190.995,2624.121,103.08
PJT,31.39,23.077,70.041,29.562,704.951,45.13
LITE,1497.1,76.653,195.3,-36.7,1565.3,79.3
ETH,363.866,26.587,54.495,25.698,746.684,19.06
XBIT,755.631,41.52,-31.233,668.629,0,18.665
ADRO,65.595,80.736,-81.386,-82.372,17.258,1.18
TYME,19.025,123.312,-25.761,-22.001,0,1.4
BPMC,464.359,49.272,-361.326,-347.694,66.512,80.11
VIRT,931.373,118.257,286.609,-58.595,1530.082,15.99
NRIM,207.117,6.559,40.974,20.691,107.429,38.3
OPRX,44.862,14.601,-2.894,-3.143,24.598,10.27
CVA,376,131,92,10,1870,14.84
CATY,2294.283,79.729,457.484,279.135,814.018,38.05
CDAY,1882.3,144.387,88.8,78.7,824.1,67.88
COLL,87.432,33.679,-23.748,-22.722,296.701,20.58
CHCT,353.411,21.411,19.169,8.376,61.286,42.86
HAYN,296.275,12.514,17.716,9.745,490.215,35.78
ALTA,332.362,18.87,70.167,44.324,134.23,30.12
PAVM,-6.12,40.479,-14.295,-16.457,0,1.2
CYH,-2218,117.823,904,-675,13210,2.9
DORM,773.584,32.558,152.654,83.762,991.329,75.72
VWTR,178.255,19.784,11.526,11.526,29.398,11.12
PSB,800.926,27.441,189.085,174.966,434.338,164.87
AZO,-1713.851,24.038,2209.341,1617.221,11863.743,1191.31
REGN,11089.7,110.277,2315,2115.8,7863.4,375.48
EVH,922.358,84.589,-92.29,-301.971,846.383,9.05
WING,-209.428,29.457,42.901,20.476,199.676,86.23
EXTN,409.538,33.04,36.351,-102.377,1317.44,7.83
APLE,3291.013,223.863,229.266,171.917,1266.597,16.25
X,4092,170.046,-50,-630,12937,11.41
GKOS,673.272,43.502,-31.847,15.424,236.984,54.47
GNL,1697.528,89.459,91.279,46.476,306.214,20.28
HAE,587.109,50.323,167.118,76.526,988.479,114.9
IONS,1471.094,140.34,365.883,294.146,1122.599,60.41
APPF,131.95,34.146,6.752,36.282,256.012,109.95
OLLI,1058.885,63.014,170.826,141.13,1408.199,65.31
LCUT,236.317,21.256,32.521,-44.415,734.902,6.95
ALRM,355.651,48.701,50.497,53.531,502.363,42.97
FCFS,1350.035,42.329,258.57,164.618,1864.439,80.63
DBI,720.914,71.766,142.643,94.497,3492.687,15.74
NTRA,278.711,78.005,-130.675,-124.827,302.328,33.69
MCRB,-48.324,70.143,-70.384,-70.279,34.505,3.45
IDXX,177.473,85.471,566.246,427.72,2406.908,261.13
AES,2996,663.953,2153,303,10189,19.9
CRVL,189.711,17.969,60.711,47.377,592.225,87.36
HWC,3467.685,87.515,611.432,327.38,1441.689,43.88
STFC,959.9,43.5,111.9,87.4,1410,31.02
TDOC,1014.025,72.762,-73.822,-98.864,553.307,83.72
AMBC,1477,45.555,-46.225,-216,363.775,21.57
DIN,-241.774,16.522,208.416,104.346,910.178,83.52
KALU,733.9,15.868,151.8,62,1514.1,110.89
ALKS,1085.442,157.779,-75.484,-196.62,1170.947,20.4
MNST,4171.281,536.698,1418.439,1107.835,4200.819,63.55
SRG,731.379,36.897,-66.992,-59.397,157.463,40.08
VRTX,6085.244,258.993,1427.025,1176.81,4162.821,218.95
MNRO,734.407,33.284,108.574,58.024,1256.524,78.2
LIND,123.25,49.626,33.198,16.353,343.091,16.35
PRGS,330.282,45.036,72.169,26.4,413.298,41.55
MTG,4309.234,347.308,900.633,673.763,1213.977,14.17
TVTY,226.91,48.157,166.181,-286.821,1131.157,20.345
ZBRA,1839,54.003,730,544,4485,255.44
EZPW,744.949,55.535,53.508,2.541,847.229,6.82
PRA,1511.913,53.792,3.531,1.004,1009.895,36.14
BOKF,4855.795,70.58,896.993,500.758,2226.328,87.4
SPNE,109.76,19.124,-34.492,-39.276,159.083,12.01
FIZZ,452.187,46.616,165.746,129.972,1000.394,51.02
BIIB,13343.2,174.2,7503.4,5888.5,14377.9,296.73
MSGS,2620.5,23.759,-18.72,11.427,1631.068,294.19
RPD,83.168,49.911,-45.481,-53.845,326.947,56.02
OOMA,28.415,21.716,-15.72,-18.801,151.593,13.23
CHMA,85.769,42.078,-37.579,-36.32,0,4.96
NHI,1497.631,44.587,217.571,160.456,318.081,81.48
DSKE,73.7,64.589,3.9,-307.4,1737,3.16
AGLE,60.081,29.084,-80.334,-78.254,0,7.64
CSWI,276.741,14.744,66.442,45.878,385.871,77
FLOW,862.4,42.567,153.2,-95.1,1506.6,48.87
PYPL,16885,1173,2793,2459,17772,108.17
ODFL,3080.717,79.688,818.706,615.518,4109.111,189.78
RHP,644.729,54.278,278.19,145.794,1615.225,86.66
TRU,2245.4,188.7,612,346.9,2656.1,85.61
HMN,1567.285,41.238,258.357,184.443,1404.791,43.66
ATNI,676.122,16.002,19.741,-10.806,438.722,55.39
WNC,520.988,53.474,142.786,89.575,2319.136,14.69
LILAK,3109.8,181.912,612.9,-80.1,3867,19.46
WRLD,411.963,7.808,82.533,28.157,590.029,86.4
KIM,4864.872,431.815,496.607,410.605,1257.122,20.71
WETF,337.412,152.019,57.931,-10.425,268.403,4.84
JBSS,254.555,11.388,58.524,39.466,876.201,91.28
PRGO,5803.8,136.1,485.2,146.1,4837.4,51.66
TTEK,989.286,54.565,207.953,158.668,3107.348,86.16
AMSC,72.219,22.604,-23.129,-17.096,63.838,7.85
QCOM,4909,1145,3358,4386,19550,88.23
OFC,1678.96,112.069,165.613,191.692,650.753,29.38
SPOK,250.094,19.072,-6.96,-10.765,160.289,12.23
GILD,22525,1266,5087,5386,22449,64.98
PLNT,-706.456,78.525,234.929,117.695,688.803,74.68
MSON,21.704,9.647,-5.214,-7.387,38.848,18.61
RUN,964.731,118.451,-226.111,26.335,858.578,13.81
MCFT,72.316,18.764,67.243,21.354,466.381,15.75
ROP,9491.9,104.1,1504.4,1767.9,5366.8,354.23
SNPS,4083.013,150.331,549.117,532.367,3360.694,139.2
ELY,767.353,94.198,157.707,79.408,1701.063,21.2
LFVN,27.199,14.114,10.265,7.429,225.958,15.61
VRTS,564.856,6.809,132.223,95.649,563.246,121.72
ICUI,1377.244,20.742,162.571,101.035,1266.208,187.12
MHK,8119.841,71.632,935.334,744.211,9970.672,136.38
LIN,49074,534.381,3280,2285,28228,212.9
CNR,935.318,126.054,299.23,-15.39,4889.747,8.51
ASUR,137.579,15.714,-15.895,30.001,73.15,8.18
RNST,2125.689,56.855,289.524,167.596,695.834,35.42
AGCO,2853.8,75.472,533.7,125.2,9041.4,77.25
CASS,244.19,14.514,37.468,30.404,162.678,57.74
HLI,984.382,65.524,237.011,183.793,1159.368,48.87
BKE,389.148,49.206,131.497,104.429,900.254,27.04
OLED,811.447,47.487,158.343,138.304,405.177,206.07
BSX,13877,1394.923,2070,4700,10735,45.22
KSS,5450,156,1099,691,19974,50.95
VBIV,88.255,178.257,-46.107,-54.813,2.221,1.38
STE,3393.876,84.924,555.154,407.605,3030.895,152.42
USPH,240.257,12.775,67.425,40.039,481.969,114.35
PVBC,230.933,18.217,20.129,10.808,55.649,12.45
FC,82.014,13.969,4.477,-1.023,225.356,32.23
BBBY,1764.935,126.528,14.389,-613.816,11158.58,17.3
CACC,2355.3,18.353,1053.9,656.1,1489,442.33
DHI,10020.9,368.431,2057.1,1618.5,17610.5,52.75
GBT,578.694,60.644,-289.584,-266.766,2.108,79.49
COLB,2159.962,72.124,339.05,194.451,627.133,40.685
GPK,1570.2,290.247,586.3,206.8,6160.1,16.65
TWNK,1485.791,122.108,147.517,63.115,907.675,14.54
FCEL,75.737,193.609,-46.569,-77.568,60.752,2.51
SBUX,-6232.2,1184.6,3928.3,3599.2,26508.6,87.92
STRS,121.099,8.197,-4.467,-2.464,30.003,30.98
NKSH,183.726,6.49,27.99,17.466,53.399,44.93
CENTA,996.007,56.165,151.393,92.786,2383.01,29.36
WIRE,779.096,20.912,71.529,58.129,1274.994,57.4
KW,1383.5,142.283,-30.1,226.7,569.7,22.3
OHI,4135.428,226.631,510.95,341.123,940.633,42.35
ACI,2278.1,579.326,989.3,466.4,62455.1,
LTC,776.943,39.752,85.512,80.526,160.467,44.77
CAKE,571.742,44.769,110.2,127.293,2482.692,38.86
LFUS,1495.883,24.381,214.724,139.082,1503.873,191.3
ASGN,1376.2,52.9,318.5,174.7,3923.9,70.97
BLX,1016.167,39.602,93.21,86.053,291.138,21.38
PSTG,830.118,264.008,-191.283,-200.987,1643.44,17.11
MTX,1402.7,34.545,235.3,132.7,1791,57.63
PDCO,834.117,95.947,199.651,-588.446,5490.011,20.48
SITE,393.2,41.571,118.9,77.7,2357.5,90.65
RDN,4048.723,201.164,940.609,672.309,1526.955,25.16
SGRY,296.8,49.299,258.7,-74.8,1831.4,15.655
KAI,425.695,11.409,91.194,52.068,704.644,105.34
LGND,767.232,16.823,-5.276,629.302,120.282,104.29
GTLS,1227.6,35.8,112.7,46.4,1299.1,67.49
SM,2748.994,112.988,26.709,-187.001,1589.243,11.24
UVE,493.901,32.638,63.765,46.514,939.351,27.99
MTCH,2928.042,84.679,566.612,431.131,4757.055,249.11
FCBC,428.819,18.377,62.18,38.802,121.65,31.02
KURA,218.781,45.384,-67.479,-63.14,0,13.75
CTMX,51.113,45.523,-105.895,-102.238,57.489,8.31
NVCR,217.79,99.528,-0.914,-7.23,351.318,84.27
HOME,608.611,64.106,72.796,-214.435,1365.035,5.5
RGNX,450.197,36.992,-149.008,-94.733,35.233,40.97
PEN,485.892,35.002,47.473,48.458,547.405,164.27
HPE,17098,1294,2484,1049,29135,15.86
ANAB,405.008,27.255,-107.432,-97.336,8,16.25
BRP,73.281,19.363,11.028,-8.65,137.841,16.05
SMBK,312.747,14.008,42.545,26.548,117.37,23.65
ABTX,709.865,20.524,93.346,52.959,246.33,37.6
LAUR,2816.963,194.398,326.59,938.484,3250.326,17.61
DLTH,178.272,32.536,28.108,18.921,615.624,10.53
WVE,63.732,34.341,-208.317,-193.638,15.983,8.015
VYGR,99.512,36.865,-51.679,-43.597,104.391,13.95
EQBK,478.06,15.444,64.913,25.579,200.487,30.87
AXSM,178.722,36.933,-67.245,-68.345,0,103.36
APLS,34.23,63.938,-288.016,-304.707,0,30.62
RRR,500.716,70.465,268.027,-3.351,1856.534,23.95
SQ,1715.05,432.797,36.296,375.446,4713.5,62.56
MIME,232.055,62.792,5.767,-2.2,426.963,43.38
FCPT,721.05,70.021,99.72,72.616,161.177,28.19
AC,896.432,22.475,-15.758,39.188,31.265,39.2
CLPR,57.234,17.815,34.462,-1.665,116.165,10.6
TEAM,565.467,241.996,-60.362,-637.621,1210.127,120.34
WBT,253,141.155,217.4,55.9,1593.9,15.61
RMR,288.639,16.303,205.536,74.58,713.368,45.64
FTV,7387,336,1206.5,738.9,7320,76.39
AGR,15237,309.005,1009,700,6338,51.16
OCX,30.838,57.032,-22.239,-22.426,0,2.25
SCWX,666.88,81.206,-52.174,-31.666,552.765,16.66
NTNX,186.893,188.595,-598.152,-621.179,1236.143,31.26
HRI,644.3,28.8,248.2,47.5,1999,48.94
TRHC,185.548,22.321,-23.633,-32.436,284.707,48.68
GCP,538.7,72.85,91.7,46.3,1013.5,22.71
TCMD,112.595,19.153,11.646,10.971,189.492,67.51
EDIT,262.437,54.356,-140.922,-133.746,20.531,29.61
RETA,256.857,33.197,-160.822,-290.17,26.517,204.43
ATKR,232.936,46.955,228.608,139.051,1916.538,40.46
EIGR,56.48,24.523,-68.904,-70.252,0,14.9
MCBS,216.724,25.53,71.196,44.718,123.106,17.51
NGVT,530.8,41.826,307.6,183.7,1292.9,87.38
NTLA,269.881,50.198,-106.368,-99.533,43.103,14.67
BATRK,378,51.19,-39,-77,476,29.54
FWONK,5239,231.648,-35,-311,2022,45.965
BFST,285.097,13.279,46.673,23.772,113.594,24.93
BALY,211.411,32.113,125.613,55.13,523.577,25.65
PLSE,30.737,20.825,-47.954,-46.971,0,13.41
ADNT,1848,93.621,164,-491,16526,21.25
BPRN,195.925,6.761,19.235,10.142,63.109,31.49
SELB,8.397,86.326,-52.455,-55.35,6.677,2.38
TWLO,4279.411,138.413,-354.072,-307.063,1134.468,98.28
VVV,-258,188,381,208,2390,21.41
JELD,812.087,100.668,226.928,62.971,4289.761,23.41
PI,125.239,22.217,-21.661,-22.987,152.836,25.86
SYRS,79.184,43.368,-77.741,-75.438,1.982,6.91
HGV,570,85.536,327,216,1838,34.39
PK,6496,239.387,409,306,2794,25.87
KDMN,123.302,159.76,-89.08,-61.368,5.095,4.53
KIDS,142.361,16.723,-8.34,-13.731,72.552,46.99
TPIC,205.05,35.181,38.732,-15.708,1436.5,18.51
GOLF,918.44,74.436,188.307,121.07,1681.357,32.5
SMPL,837.444,81.875,83.949,47.536,523.383,28.54
HONE,665.794,54.354,54.337,18.268,215.756,10.99
AA,4112,185.58,894,-1125,10433,21.51
KNSL,405.88,22.206,76.051,63.316,315.888,101.66
YETI,122.005,86.774,91.846,50.434,913.734,34.78
FHB,2640.258,129.928,514.794,284.392,871.225,28.85
PTGX,79.964,27.218,-80.521,-77.187,0.231,7.05
INSW,1022.293,29.274,55.506,-0.83,366.184,29.76
MDGL,416.565,15.429,-94.972,-83.948,0,91.11
ATOM,13.772,17.117,-13.625,-13.3,0.533,3.08
NLS,90.596,29.781,-26.536,-92.8,309.285,1.75
RCKY,164.656,7.355,21.36,17.462,270.408,29.43
SITC,1653.414,193.498,169.502,100.699,536.631,14.02
SGA,192.352,5.99,22.573,13.279,123.072,30.4
CREE,2036.2,106.57,22.5,-375.1,1080,46.15
DFIN,268.6,34.2,77,37.6,874.7,10.47
LIVN,1383.717,48.444,103.73,-155.176,1084.17,75.43
CRY,285.696,37.534,20.13,1.72,276.222,27.09
UEIC,274.399,13.944,20.249,3.63,753.477,52.26
FBK,762.329,31.034,177.14,83.814,417.934,39.59
EVBG,220.312,33.849,-46.928,-52.25,200.882,78.08
ELS,1249.81,182.09,342.124,279.139,1039.006,70.39
TTD,612.517,45.476,112.196,108.318,661.058,259.78
ELF,242.171,50.004,23.968,17.884,282.851,16.13
HUM,12037,132.105,3239,2707,64888,366.52
AVID,-155.085,43.15,32.982,7.601,411.788,8.58
INTU,3749,260.18,1855,1557,6784,261.93
SCVL,297.363,14.008,54.209,42.914,1036.551,37.28
CSTR,273.046,18.362,45.768,22.422,115.821,16.65
ALG,569.757,11.67,99.839,62.906,1119.138,125.55
MCHP,5585.5,245.326,743,570.6,5274.2,104.72
BOMN,345.241,23.511,-12.187,-1.487,41.389,21.04
CHS,530.092,118.418,-9.273,-12.754,2037.875,3.81
FLGT,82.777,21.483,-0.027,-0.411,32.528,12.9
BANF,1004.989,32.694,229.146,134.879,473.886,62.44
CB,55331,451.972,5198,4454,34179,155.66
ASIX,400.878,27.915,82.817,41.347,1301.093,19.96
DZSI,106.548,21.419,-0.204,-13.457,306.882,8.86
COUP,445.657,64.529,-69.825,-90.832,389.719,146.25
FOSL,503.054,50.516,17.866,-52.365,2217.712,7.88
BPYU,2863.221,64.024,485.069,432.88,1849.776,18.445
SANM,1642.573,69.72,304.354,141.515,8233.859,34.24
TCBK,906.57,30.524,170.994,92.072,325.297,40.81
ATR,1571.916,63.772,395.594,242.202,2859.732,115.62
ORLY,397.34,75.619,1920.726,1391.042,10149.985,438.26
RCL,12163.846,208.801,2111.305,1878.887,10950.661,133.51
HWM,4552,432.855,1769,470,14192,30.77
AVNT,1051.9,76.9,228.5,588.6,2862.7,36.79
JBL,1887.443,153.52,779.967,287.111,25282.32,41.33
ANIK,288.378,14.308,37.496,27.193,114.61,51.85
RGA,11601,62.656,1334,870,14300,163.06
GABC,573.82,26.671,98.204,59.222,221.069,35.62
CDW,960.3,143,1136.6,736.8,18032.4,142.84
HR,1900.009,134.706,72.373,39.185,469.568,33.37
AKR,1542.308,87.05,66.136,53.045,319.184,25.93
RIG,11862,611.871,-94,-1255,3088,6.88
SKT,433.206,92.892,115.349,87.855,483.426,14.73
ALL,25998,318.791,6671,4847,44675,112.45
IRTC,135.409,26.683,-54.755,-54.568,214.552,68.09
GTYH,325.623,57.872,-42.27,-97.37,36.443,5.89
OFIX,327.631,19.023,25.336,-28.462,459.955,46.18
SPNS,223.819,50.16,40.798,26.247,325.674,23
PZZA,-332.321,31.894,80.613,4.866,1619.61,63.15
THRM,472.65,32.674,97.503,37.506,971.684,44.39
BBSI,171.799,7.514,50.488,48.292,942.311,90.46
BL,398.613,55.931,-28.233,-32.535,288.976,51.56
YUMC,3077,376,852,713,8776,48.01
GRWG,53.892,36.876,2.14,1.879,79.734,4.1
BCO,191.8,50.1,255.7,29,3679.7,90.68
PFC,426.167,19.73,84.339,49.37,186.04,31.49
CPT,3628.685,106.878,246.465,219.623,1055.03,106.1
IIPR,534.001,12.637,29.781,23.475,49.513,75.87
MCRI,341.201,18.141,39.86,31.816,249.166,48.55
CNDT,1300,211.511,27,-1934,4467,6.2
EQR,10278.226,371.671,977.285,970.377,2769.453,80.92
BWA,4706,206.408,1228,746,10168,43.38
SPTN,687.538,36.351,77.366,5.742,8536.065,14.24
BFS,189.981,23.231,106.714,51.723,231.773,52.78
WINA,12.448,3.948,43.131,32.149,73.299,198.3
PFGC,1298.2,103.8,295.1,166.8,19743.5,51.48
LW,240,146.039,614.9,365.9,3792.4,86.03
ARWR,244.591,95.506,61.19,67.975,168.796,63.43
CASH,839.911,37.807,247.22,97.004,548.274,36.51
KDP,23257,1406.852,2665,1254,11120,28.95
MAR,703,324,2052,1273,20972,151.43
BDC,959.847,45.458,234.343,-377.015,2131.278,55
QCRH,535.351,15.828,100.315,57.408,282.558,43.86
VREX,444.9,38.371,70.7,15.5,780.6,29.81
BYD,1265.242,111.542,477.887,157.636,3326.119,29.94
DECK,1140.12,27.999,338.135,276.142,2132.689,168.86
ALBO,93.161,12.749,-58.902,-62.717,9.636,25.42
COST,15243,439.625,4860,3659,152703,293.92
LXP,1611.091,254.771,103.133,279.91,328.859,10.62
RVSB,148.843,22.544,25.497,15.748,62.855,8.21
REG,6213.348,167.131,381.62,239.43,1195.163,63.09
FFIN,1227.197,134.964,250.344,164.812,427.62,35.1
PTEN,2833.62,192.036,-431.5,-425.703,2470.685,10.5
INCY,2598.406,216.178,421.688,446.906,2158.759,87.32
ROCK,673.964,32.286,113.253,65.091,1047.439,50.44
ITRI,776.538,39.941,168.079,49.006,2502.47,83.95
URBN,1455.355,97.977,245.836,168.096,3983.789,27.77
CNTY,163.306,29.5,16.649,-19.155,218.227,7.92
CARS,1141.068,66.764,22.871,-445.324,606.682,12.22
UFPI,1243.715,61.409,246.471,179.65,4416.009,47.7
ICHR,221.416,22.619,16.752,10.729,620.837,33.27
FWRD,577.182,27.85,129.89,87.099,1410.395,69.95
BYSI,30.277,27.886,-40.307,-38.085,0,15.5
BPFH,819.018,83.266,141.613,80.028,408.885,12.03
SCHN,696.964,26.664,85.171,56.345,2132.781,21.68
VIAV,725.8,228.8,86.9,5.4,1130.3,15
KALV,83.752,17.846,-40.533,-29.116,12.69,17.81
NYCB,6208.854,467.347,616.558,395.043,1889.39,12.02
SUI,3819.724,93.18,296.648,161.553,1265.411,150.1
CASA,38.564,83.838,-0.565,-48.206,282.297,4.09
SHOO,828.501,83.52,193.993,141.311,1787.157,43.01
SPG,2483.978,306.869,3273.68,2101.584,6121.038,148.96
EMN,5958,135.942,1309,759,9273,79.26
UFPT,161.991,7.446,24.708,19.75,198.381,49.61
LNG,-14,253.6,2384,648,9730,61.07
PCSB,281.307,16.593,17.024,8.318,56.549,20.25
MED,104.832,11.764,91.039,77.916,713.672,109.58
NEX,886.772,212.41,5.592,-106.157,1821.556,6.7
NODK,306.304,22.119,33.811,26.401,270.779,17.2
HAIN,1519.319,104.219,114.834,-183.314,2302.468,25.955
MAA,6068.556,114.246,453.989,353.811,1664.809,131.86
WTTR,937.015,87.894,37.573,2.784,1291.589,9.28
JNCE,174.593,33.738,52.817,56.823,147.872,8.73
DAKT,176.98,44.57,-0.167,0.491,608.932,6.09
DSPG,153.094,23.111,-4.404,-1.19,117.613,15.74
MLM,5350.8,62.4,876.3,611.9,4739.1,279.64
TSCO,1567.123,118.165,746.162,562.354,8351.931,93.44
ALB,3932.25,106.04,762.65,533.228,3589.427,73.04
BZH,538.754,30.933,-89.896,-79.52,2087.739,14.13
IVZ,9852,453.3,1433.6,688.3,6117.4,17.98
WRK,11669.9,257.8,1700.4,862.9,18289,42.91
BCRX,38.252,154.082,-99.455,-108.897,48.835,3.45
FMNB,299.309,27.671,61.87,35.76,130.588,16.32
MAC,2632.262,141.408,254.657,96.82,975.97,26.92
ZEUS,308.352,10.996,16.61,3.856,1579.04,17.92
AVB,10989.549,140.644,835.308,785.974,2331.837,209.7
NNBR,353.277,42.313,10.743,-46.741,847.451,9.25
CPRT,1778.381,229.79,716.475,591.693,2041.957,90.94
SCSC,914.129,25.408,108.784,57.597,3873.111,36.95
MPAA,275.52,18.969,30.373,-7.29,535.964,22.03
LMNR,206.266,17.756,-5.929,-5.943,171.398,19.23
PLD,22584.179,631.797,1216.339,1572.959,3555.012,89.14
FMBH,526.609,16.673,95,47.943,205.738,35.25
INVH,8214.422,541.643,419.16,145.463,1764.685,29.97
EXP,967.843,41.649,306.697,70.894,1450.814,90.66
SMBC,238.392,9.289,43.496,28.904,112.306,38.36
AEO,1247.853,166.993,247.744,191.257,4308.212,14.7
ADC,1689.331,45.574,101.089,80.081,187.478,70.17
HLNE,154.769,29.843,116.429,60.825,274.048,59.6
