gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,ceq,csho,ebit,ni,sale,costat,prcc_c
065343,20190831,2019,INDL,C,D,STD,PSMT,USD,797.3510,30.5390,120.0380,73.1910,3223.9180,A,71.0200
065376,20191231,2019,INDL,C,D,STD,SIGA,USD,97.7840,81.2700,-2.3220,-7.2410,26.7420,A,4.7700
065399,20190930,2019,INDL,C,D,STD,MTOR,USD,385.0000,81.4000,359.0000,291.0000,4388.0000,A,26.1900
065406,20200331,2019,INDL,C,D,STD,PETS,USD,130.0010,20.1660,30.9770,25.8510,284.1250,A,23.5200
065417,20191231,2019,INDL,C,D,STD,YUM,USD,-8016.0000,300.0000,1947.0000,1294.0000,5597.0000,A,100.7300
065421,20191231,2019,INDL,C,D,STD,FARO,USD,331.9920,17.5770,-12.7320,-62.1470,387.6050,A,50.3500
065430,20200131,2019,INDL,C,D,STD,PLCE,USD,235.1870,14.7110,99.1100,73.3000,1870.6670,A,62.5200
065467,20191231,2019,INDL,C,D,STD,FCCY,USD,170.5780,10.1920,26.0890,13.6340,68.3270,A,22.1300
065500,20191231,2019,INDL,C,D,STD,NAT,USD,595.4240,147.1890,31.9710,-10.3520,317.2200,A,4.9200
065548,20191231,2019,INDL,C,D,STD,CAC,USD,473.4150,15.1450,89.8690,57.2030,210.6310,A,46.0600
065556,20191231,2019,INDL,C,D,STD,NLY,USD,13809.9910,1430.1060,2876.7930,-2162.8650,3194.9960,A,9.4200
065587,20191231,2019,INDL,C,D,STD,NRC,USD,32.8920,24.9480,43.0350,32.4060,127.9820,A,65.9400
065590,20191231,2019,INDL,C,D,STD,SRI,USD,289.9040,27.4080,47.0940,60.2910,830.1290,A,29.3200
065607,20190630,2019,INDL,C,D,STD,OSIS,USD,551.7270,18.1670,111.1830,64.7960,1182.1150,A,100.7400
065609,20191231,2019,INDL,C,D,STD,CHRW,USD,1670.7300,134.8950,784.1760,576.9680,15309.5080,A,78.2000
065615,20191231,2019,INDL,C,D,STD,CHH,USD,-23.5110,55.7030,335.0380,222.8780,1114.8200,A,103.4300
065640,20191231,2019,INDL,C,D,STD,CSR,USD,519.5970,12.0980,14.6250,79.2060,187.8470,A,72.5000
065671,20191231,2019,INDL,C,D,STD,DRQ,USD,1090.7010,35.8600,3.6870,1.7200,414.8060,A,46.9100
065689,20191231,2019,INDL,C,D,STD,MBWM,USD,416.5610,16.4250,76.7100,49.4560,185.2930,A,36.4700
065702,20191231,2019,INDL,C,D,STD,CWST,USD,122.7530,47.7910,62.0620,31.6530,743.2900,A,46.0300
065710,20191231,2019,INDL,C,D,STD,EPR,USD,3005.6570,78.4630,332.1590,202.2430,653.7650,A,70.6400
065718,20191231,2019,INDL,C,D,STD,GPI,USD,1255.7000,18.6280,405.2000,174.0000,12043.8000,A,100.0000
065772,20191231,2019,INDL,C,D,STD,MTD,USD,420.7800,24.1250,728.3880,561.1090,3008.6520,A,793.2800
065796,20191231,2019,INDL,C,D,STD,MOFG,USD,508.9820,16.1620,80.9260,43.6300,213.6870,A,36.2300
065831,20191231,2019,INDL,C,D,STD,SAH,USD,944.7640,43.1340,313.9700,144.1370,10454.3430,A,31.0000
065886,20191231,2019,INDL,C,D,STD,AMG,USD,2937.5000,48.1000,805.1000,15.7000,2239.6000,A,84.7400
065958,20191231,2019,INDL,C,D,STD,CFFI,USD,164.7980,3.4380,44.1410,18.8590,127.0220,A,55.3300
066016,20191231,2019,INDL,C,D,STD,INGR,USD,2720.0000,66.8170,702.0000,413.0000,6209.0000,A,92.9500
066032,20191231,2019,INDL,C,D,STD,POWI,USD,724.5460,29.4310,48.0530,193.4680,420.6690,A,98.9100
066065,20191231,2019,INDL,C,D,STD,URI,USD,3830.0000,74.3620,2246.0000,1174.0000,9351.0000,A,166.7700
066085,20191231,2019,INDL,C,D,STD,AAIC,USD,290.0340,36.7550,111.4800,13.7420,126.0070,A,5.5700
066155,20191231,2019,INDL,C,D,STD,NWFL,USD,137.4280,6.3290,24.6540,14.2150,54.0620,A,38.9000
066158,20191231,2019,INDL,C,D,STD,OVLY,USD,112.5700,8.2100,23.5520,12.4890,47.6490,A,19.4600
066210,20191231,2019,INDL,C,D,STD,LCNB,USD,228.0480,12.9370,37.0570,18.9120,77.5420,A,19.3000
066235,20191231,2019,INDL,C,D,STD,HOPE,USD,2036.0110,125.7570,301.4860,171.0400,734.4690,A,14.8600
066285,20191231,2019,INDL,C,D,STD,HFWA,USD,809.3110,36.6190,106.4050,67.5570,250.3120,A,28.3000
066286,20190930,2019,INDL,C,D,STD,TSBK,USD,171.0670,8.3290,39.8680,24.0200,69.0590,A,29.7400
066288,20191231,2019,INDL,C,D,STD,MPB,USD,237.8740,8.4810,36.7750,17.7010,107.9330,A,28.8000
066290,20200229,2019,INDL,C,D,STD,SCS,USD,970.4000,117.2020,249.4000,199.7000,3723.7000,A,20.4600
066354,20191231,2019,INDL,C,D,STD,WPC,USD,6941.9290,172.2780,524.9790,305.2430,1255.9950,A,80.0400
066366,20191231,2019,INDL,C,D,STD,RMTI,USD,20.3190,65.3790,-34.0950,-34.1280,61.3030,A,2.4400
066368,20191231,2019,INDL,C,D,STD,VRSN,USD,-1490.1000,116.7150,806.1270,612.2990,1231.6610,A,192.6800
066371,20190930,2019,INDL,C,D,STD,IESC,USD,246.2480,21.1650,42.3280,33.2060,1076.9960,A,25.6600
066379,20191231,2019,INDL,C,D,STD,PRDO,USD,431.2950,70.1510,123.5620,69.9820,627.7040,A,18.3900
066393,20190630,2019,INDL,C,D,STD,MRCY,USD,1284.7390,54.2480,79.3130,46.7750,654.7440,A,69.1100
066394,20191231,2019,INDL,C,D,STD,PFIS,USD,299.0100,7.3880,37.4350,25.7360,108.5010,A,50.3500
066446,20191231,2019,INDL,C,D,STD,PWR,USD,4050.2920,142.3600,686.1370,402.0440,12160.9530,A,40.7100
066453,20191231,2019,INDL,C,D,STD,COFS,USD,192.1390,7.2450,15.8560,7.1710,41.6410,A,31.9600
066586,20191231,2019,INDL,C,D,STD,CNXN,USD,597.3120,26.3450,112.6750,82.1110,2820.0340,A,49.6600
066588,20190930,2019,INDL,C,D,STD,SRDX,USD,122.5160,13.5040,6.5480,7.5920,100.0770,A,41.4300
066602,20191231,2019,INDL,C,D,STD,CIX,USD,162.1950,12.4430,17.6660,15.9980,124.2430,A,14.5900
066686,20191231,2019,INDL,C,D,STD,OSPN,USD,264.0210,40.2070,15.2750,8.7890,254.5700,A,17.1200
066697,20191231,2019,INDL,C,D,STD,INO,USD,3.4350,101.3610,-108.9300,-119.3590,4.1130,A,3.3000
066731,20191231,2019,INDL,C,D,STD,FHI,USD,1041.2800,101.1390,347.9270,272.3390,1326.8940,A,32.5900
066929,20191231,2019,INDL,C,D,STD,TPB,USD,106.5850,19.6810,44.4680,13.7740,341.7370,A,28.6000
100243,20190630,2019,INDL,C,D,STD,AMCR,USD,5609.0000,1624.5000,916.5000,430.2000,9458.2000,A,10.8400
100873,20191231,2019,INDL,C,D,STD,NLSN,USD,2195.0000,356.1500,991.0000,-415.0000,6498.0000,A,20.3000
104432,20191231,2019,INDL,C,D,STD,NCLH,USD,6515.5790,213.0820,1208.1690,930.2280,6462.3760,A,58.4100
105365,20191231,2019,INDL,C,D,STD,AMT,USD,5055.4000,442.8900,2725.1000,1887.8000,7580.3000,A,229.8200
105394,20191231,2019,INDL,C,D,STD,PAYS,USD,19.5650,48.2740,6.1020,7.4540,34.6670,A,10.1500
105538,20191231,2019,INDL,C,D,STD,BSRR,USD,309.2850,15.2850,68.4110,35.9610,134.4240,A,29.1200
105670,20191231,2019,INDL,C,D,STD,BRKL,USD,945.6060,80.0940,152.7360,87.7170,377.4190,A,16.4600
105936,20191231,2019,INDL,C,D,STD,COLM,USD,1849.4470,67.5610,394.9710,330.4890,3057.9650,A,100.1900
107325,20191231,2019,INDL,C,D,STD,MCBC,USD,217.4690,34.1040,49.0860,31.9790,95.6700,A,11.1300
107712,20191231,2019,INDL,C,D,STD,UUUU,USD,126.9110,100.7360,-40.5810,-37.9780,5.8650,A,1.9100
107817,20191231,2019,INDL,C,D,STD,PGC,USD,503.6520,18.9270,81.9410,47.4340,235.3660,A,30.9000
107843,20191231,2019,INDL,C,D,STD,MRKR,USD,44.0860,45.7290,-22.5290,-21.4280,0.2130,A,2.8800
108979,20191231,2019,INDL,C,D,STD,FGBI,USD,166.0350,9.7410,30.9440,14.2410,99.9420,A,21.7700
109183,20191231,2019,INDL,C,D,STD,PFBC,USD,470.0150,14.9340,123.3830,78.3710,234.1870,A,60.0900
109599,20191231,2019,INDL,C,D,STD,HTBK,USD,576.7080,59.3680,86.8040,40.4610,152.9030,A,12.8300
109621,20191231,2019,INDL,C,D,STD,LBAI,USD,725.2630,50.4980,120.8760,70.6720,283.2830,A,17.3800
109659,20191231,2019,INDL,C,D,STD,TCFC,USD,181.4940,5.9000,31.2990,15.2720,78.2190,A,35.5700
109826,20191231,2019,INDL,C,D,STD,MANH,USD,142.2780,63.4570,115.9240,85.7620,617.9490,A,79.7500
109919,20191231,2019,INDL,C,D,STD,CRAI,USD,197.7510,7.8150,32.6330,20.7470,451.3700,A,54.4700
110039,20191231,2019,INDL,C,D,STD,AMKR,USD,1963.7390,240.8050,233.1700,120.8880,4052.6500,A,13.0000
110179,20191231,2019,INDL,C,D,STD,VTR,USD,10445.8920,372.8090,848.1530,433.0160,3870.2960,A,57.7400
110250,20191231,2019,INDL,C,D,STD,SMMF,USD,247.7640,12.4090,51.0610,31.8660,124.3680,A,27.0900
110566,20191231,2019,INDL,C,D,STD,IOSP,USD,918.5000,24.5080,149.9000,112.2000,1513.3000,A,103.4400
110760,20191231,2019,INDL,C,D,STD,AXTI,USD,184.3530,40.6320,-0.3140,-2.6000,83.2560,A,4.3500
110979,20191231,2019,INDL,C,D,STD,CATC,USD,286.5610,5.4010,51.7400,25.2570,132.7400,A,80.1500
111000,20191231,2019,INDL,C,D,STD,HCKT,USD,137.6140,29.7550,35.5740,23.2770,282.4720,A,16.1400
111103,20190930,2019,INDL,C,D,STD,HZO,USD,368.8190,21.3220,60.5320,35.9850,1237.1530,A,16.6900
111534,20191231,2019,INDL,C,D,STD,MSTR,USD,508.5590,10.1160,-1.0020,34.3550,486.3270,A,142.6300
111721,20191231,2019,INDL,C,D,STD,EGBN,USD,1190.6810,33.2410,244.4500,142.9430,455.3290,A,48.6300
111819,20191231,2019,INDL,C,D,STD,ORRF,USD,223.2490,11.2000,42.8460,16.9240,121.5350,A,22.6200
111864,20191231,2019,INDL,C,D,STD,CTSH,USD,11022.0000,548.0000,2812.0000,1842.0000,16783.0000,A,62.0200
111873,20200131,2019,INDL,C,D,STD,RH,USD,18.6510,19.2370,357.1960,220.3750,2647.0460,A,213.5000
111880,20190930,2019,INDL,C,D,STD,DOX,USD,3499.9570,134.7730,571.9810,479.4460,4086.6690,A,72.1900
111940,20191231,2019,INDL,C,D,STD,FNLC,USD,212.5080,10.8990,38.5500,25.5250,92.8400,A,30.2300
112111,20191231,2019,INDL,C,D,STD,CSGP,USD,3405.5930,36.6680,363.5470,314.9630,1399.7190,A,598.3000
112112,20191231,2019,INDL,C,D,STD,BOCH,USD,174.4780,18.1370,31.0760,14.9610,63.7470,A,11.5700
112168,20191231,2019,INDL,C,D,STD,RSG,USD,8118.2000,318.8000,1767.6000,1073.3000,10299.4000,A,89.6300
112572,20191231,2019,INDL,C,D,STD,FMAO,USD,230.2580,11.1370,33.6480,18.4020,80.0450,A,30.1500
112721,20191231,2019,INDL,C,D,STD,RBCAA,USD,764.2440,20.9430,141.4450,91.6990,348.0620,A,46.8000
112819,20190630,2019,INDL,C,D,STD,SMED,USD,26.1260,16.1380,0.4470,0.2140,44.3120,A,4.2200
113490,20191231,2019,INDL,C,D,STD,CCI,USD,10489.0000,416.0000,1591.0000,860.0000,5763.0000,A,142.1500
114524,20191231,2019,INDL,C,D,STD,EBAY,USD,2870.0000,796.0000,2398.0000,1786.0000,10800.0000,A,36.1100
114628,20191231,2019,INDL,C,D,STD,GS,USD,79062.0000,361.8000,24391.0000,8466.0000,53922.0000,A,229.9300
114880,20191231,2019,INDL,C,D,STD,MFNC,USD,161.9190,10.7490,26.7830,13.8500,70.3370,A,17.4600
115757,20200430,2019,INDL,C,D,STD,SWBI,USD,387.1180,55.3600,57.8510,-61.2300,678.3900,A,9.2800
115766,20191231,2019,INDL,C,D,STD,FNHC,USD,248.6930,14.4150,11.1890,1.0110,414.6610,A,16.6300
115876,20191231,2019,INDL,C,D,STD,PB,USD,5970.8350,94.7460,545.1670,332.5520,957.2190,A,71.8900
116504,20191231,2019,INDL,C,D,STD,SNBR,USD,-159.4310,27.9610,112.0950,81.8450,1698.3520,A,49.2400
116772,20191231,2019,INDL,C,D,STD,BCOR,USD,643.5150,47.7530,76.6720,48.1480,717.9450,A,26.1400
117026,20190630,2019,INDL,C,D,STD,GCBC,USD,112.3690,8.5380,28.2740,17.4840,54.6690,A,28.7900
117034,20191231,2019,INDL,C,D,STD,FCAP,USD,98.8360,3.3640,19.7900,10.3250,38.9800,A,73.0000
117036,20191231,2019,INDL,C,D,STD,GDEN,USD,289.7440,27.8790,50.5240,-39.5450,973.4100,A,19.2200
117141,20191231,2019,INDL,C,D,STD,EFSC,USD,867.1850,26.5430,176.4990,92.7390,354.3100,A,48.2100
117161,20191231,2019,INDL,C,D,STD,STL,USD,4392.5320,198.4550,653.2770,427.0410,1321.5880,A,21.0800
117260,20191231,2019,INDL,C,D,STD,HT,USD,807.5100,38.6530,47.3260,-3.6690,530.9040,A,14.5500
117768,20200131,2019,INDL,C,D,STD,NVDA,USD,12204.0000,612.0000,2861.0000,2796.0000,10918.0000,A,235.3000
117861,20191231,2019,INDL,C,D,STD,AXL,USD,977.6000,112.6000,442.5000,-484.5000,6530.9000,A,10.7600
117902,20191231,2019,INDL,C,D,STD,AUD,USD,881.4430,137.9130,279.6770,-420.2120,1489.9290,A,4.6400
118042,20191231,2019,INDL,C,D,STD,EWBC,USD,5017.6170,145.6250,962.8970,674.0350,2091.6770,A,48.7000
118122,20191231,2019,INDL,C,D,STD,APTV,USD,3819.0000,255.2880,1432.0000,990.0000,14357.0000,A,94.9700
118223,20190630,2019,INDL,C,D,STD,EPAY,USD,379.3770,41.3150,9.6080,9.4320,421.9620,A,53.6000
118264,20191231,2019,INDL,C,D,STD,GBL,USD,54.7170,27.3800,117.9840,81.9170,312.3680,A,19.4900
118267,20200430,2019,INDL,C,D,STD,KFY,USD,1221.3810,54.4500,249.4360,104.9460,1977.3300,A,42.4000
118525,20191231,2019,INDL,C,D,STD,EBTC,USD,296.6410,11.8250,60.3780,34.2000,153.4270,A,33.8700
119275,20191231,2019,INDL,C,D,STD,MKSI,USD,2023.3440,54.5960,276.2460,140.3860,1899.7730,A,110.0100
119314,20191231,2019,INDL,C,D,STD,BKNG,USD,5933.0000,41.4170,5420.0000,4865.0000,15066.0000,A,2053.7300
119316,20191231,2019,INDL,C,D,STD,TREX,USD,449.1750,58.2410,188.1990,144.7380,745.3470,A,89.8800
119414,20190930,2019,INDL,C,D,STD,CFFN,USD,1336.3260,137.8490,149.9620,94.2430,351.9120,A,13.7300
119574,20190630,2019,INDL,C,D,STD,EXTR,USD,115.9870,119.1720,-3.1520,-25.8530,995.7890,A,7.3700
120048,20191231,2019,INDL,C,D,STD,HSII,USD,309.1150,19.1660,68.9130,46.8690,725.6140,A,32.5000
120093,20191231,2019,INDL,C,D,STD,CNX,USD,4160.5460,186.6430,184.8730,-80.7300,1924.3460,A,8.8500
120318,20191231,2019,INDL,C,D,STD,TOWN,USD,1640.7550,72.6500,260.5490,138.7830,673.4130,A,27.8200
120444,20191231,2019,INDL,C,D,STD,WCC,USD,2265.4830,41.7970,349.3470,223.4260,8358.9170,A,59.3900
120824,20191231,2019,INDL,C,D,STD,USCR,USD,343.4000,16.6960,68.8000,14.9000,1478.7000,A,41.6600
121077,20190930,2019,INDL,C,D,STD,FFIV,USD,1761.4970,60.3670,595.2780,427.7340,2242.4470,A,139.6500
121142,20191231,2019,INDL,C,D,STD,SKX,USD,2314.6650,153.4790,518.4430,346.5600,5242.5440,A,43.1900
121382,20191231,2019,INDL,C,D,STD,SBAC,USD,-3667.0070,111.7750,631.8190,146.9910,2014.6450,A,240.9900
121440,20191231,2019,INDL,C,D,STD,UTHR,USD,2780.4000,43.8850,621.2000,-104.5000,1448.8000,A,88.0800
121673,20191231,2019,INDL,C,D,STD,STMP,USD,665.6250,17.0290,93.5630,59.2290,571.8500,A,83.5200
121713,20191231,2019,INDL,C,D,STD,FISI,USD,421.6190,16.0030,79.4400,48.8620,209.1810,A,32.1000
121718,20191231,2019,INDL,C,D,STD,JNPR,USD,4610.6000,335.9000,496.0000,345.0000,4445.4000,A,24.6300
121815,20191231,2019,INDL,C,D,STD,ECPG,USD,1022.1930,31.0970,457.0630,167.8690,1397.6810,A,35.3600
122172,20191231,2019,INDL,C,D,STD,JCOM,USD,1311.1920,47.6550,300.4200,218.8060,1372.0540,A,93.7100
122175,20191231,2019,INDL,C,D,STD,VHC,USD,5.6280,69.5870,-19.6650,-19.1800,0.0850,A,3.8000
122211,20200131,2019,INDL,C,D,STD,HOFT,USD,274.1210,11.8380,22.7070,17.0830,610.8240,A,25.6900
122257,20191231,2019,INDL,C,D,STD,BMRN,USD,3122.3810,179.8380,-104.8450,-23.8480,1704.0480,A,84.5500
122380,20191231,2019,INDL,C,D,STD,LII,USD,-170.2000,38.5940,493.9000,408.7000,3807.2000,A,243.9700
122394,20191231,2019,INDL,C,D,STD,PRFT,USD,381.0150,31.6870,56.5290,37.1250,565.5270,A,46.0700
122519,20190630,2019,INDL,C,D,STD,FLWS,USD,342.7110,64.4180,45.1080,34.7660,1248.6230,A,14.5000
122902,20200331,2019,INDL,C,D,STD,NTCT,USD,1937.9190,72.2210,20.6850,-2.7540,891.8200,A,24.0700
124036,20190630,2019,INDL,C,D,STD,EGAN,USD,24.3070,30.4780,5.5220,4.1680,67.2320,A,7.9200
124046,20191231,2019,INDL,C,D,STD,DHC,USD,2736.5190,237.8970,99.9160,-88.2340,1043.3420,A,8.4400
124434,20191231,2019,INDL,C,D,STD,BLK,USD,33547.0000,155.1990,5604.0000,4476.0000,14539.0000,A,502.7000
124775,20191231,2019,INDL,C,D,STD,CIR,USD,391.4110,19.9120,59.7330,-133.9350,964.3130,A,46.2400
125240,20191231,2019,INDL,C,D,STD,WWE,USD,275.3260,77.2800,117.4500,77.0610,960.4420,A,64.8700
125580,20191231,2019,INDL,C,D,STD,SFST,USD,205.8600,7.6730,45.0080,27.8580,109.1310,A,42.4900
125595,20191231,2019,INDL,C,D,STD,AKAM,USD,3657.9580,162.0010,583.5180,478.0350,2893.6170,A,86.3800
125601,20191231,2019,INDL,C,D,STD,GAIA,USD,68.9140,18.4230,-17.2040,-18.1500,53.9790,A,7.9900
125604,20191231,2019,INDL,C,D,STD,PLUG,USD,134.6790,303.3790,-44.9800,-85.4650,230.2390,A,3.1600
125794,20191231,2019,INDL,C,D,STD,NEO,USD,507.4080,104.7810,16.2010,8.0060,408.8300,A,29.2500
126056,20191231,2019,INDL,C,D,STD,KTOS,USD,574.1000,106.6360,41.2000,12.5000,717.5000,A,18.0100
126136,20191231,2019,INDL,C,D,STD,CHTR,USD,31445.0000,209.9760,6614.0000,1668.0000,45764.0000,A,485.0800
126296,20191231,2019,INDL,C,D,STD,EXPE,USD,3967.0000,142.5990,961.0000,565.0000,12067.0000,A,108.1400
126318,20191231,2019,INDL,C,D,STD,IMMR,USD,83.7570,31.4140,-20.5120,-20.0440,35.9530,A,7.4300
126423,20191231,2019,INDL,C,D,STD,ONTO,USD,1264.0260,50.1840,34.1660,1.9100,305.8960,A,36.5400
126554,20191031,2019,INDL,C,D,STD,A,USD,4748.0000,309.0710,1035.0000,1071.0000,5163.0000,A,85.3100
126721,20191231,2019,INDL,C,D,STD,TDY,USD,2714.7000,36.5480,494.0000,402.3000,3163.6000,A,346.5400
127377,20191231,2019,INDL,C,D,STD,BGCP,USD,685.8260,353.7990,159.6430,55.7070,2104.2310,A,5.9400
128978,20191231,2019,INDL,C,D,STD,PKG,USD,3071.0000,94.6550,1086.7000,696.4000,6964.3000,A,111.9900
129441,20191231,2019,INDL,C,D,STD,ZYXI,USD,19.7420,32.7920,11.0660,9.4920,45.4720,A,7.8700
129466,20191231,2019,INDL,C,D,STD,AGEN,USD,-225.3560,137.8180,-64.3320,-107.6570,150.0480,A,4.0700
133288,20191231,2019,INDL,C,D,STD,SLAB,USD,1115.0510,43.4960,62.5880,19.2650,837.5540,A,115.9800
133366,20191231,2019,INDL,C,D,STD,EW,USD,4148.3000,209.1000,1280.4000,1046.9000,4348.0000,A,233.2900
133367,20190930,2019,INDL,C,D,STD,EPC,USD,1303.5000,54.2070,309.8000,-372.2000,2141.0000,A,30.9600
133468,20191231,2019,INDL,C,D,STD,RIGL,USD,53.8150,167.9880,-69.0910,-66.8940,59.2880,A,2.1400
133504,20191231,2019,INDL,C,D,STD,LMNX,USD,464.8600,44.3250,-10.9790,-3.8380,334.6380,A,23.1600
133726,20190930,2019,INDL,C,D,STD,CCMP,USD,980.3770,29.1010,231.8960,39.2150,1037.6960,A,144.3200
133766,20191231,2019,INDL,C,D,STD,HSTM,USD,338.1680,32.3790,14.7830,15.7700,254.1120,A,27.2000
133768,20191231,2019,INDL,C,D,STD,MET,USD,66144.0000,915.3380,8144.0000,5899.0000,69744.0000,A,50.9700
133868,20191231,2019,INDL,C,D,STD,LXRX,USD,117.1010,106.2720,170.0830,130.1330,322.0730,A,4.1500
133869,20191231,2019,INDL,C,D,STD,LPSN,USD,148.5350,63.8330,-77.0150,-96.0710,291.6090,A,37.0000
133871,20191231,2019,INDL,C,D,STD,SGMO,USD,432.5540,115.9730,-105.1800,-95.1860,102.4280,A,8.3700
133885,20191231,2019,INDL,C,D,STD,EXEL,USD,1685.9700,304.8310,369.4700,321.0120,967.7750,A,17.6200
134932,20191231,2019,INDL,C,D,STD,ON,USD,3301.7000,411.3130,663.4000,211.7000,5517.9000,A,24.3800
135788,20191231,2019,INDL,C,D,STD,CEVA,USD,251.1570,21.8390,-0.6160,0.0280,87.1520,A,26.9600
135965,20191231,2019,INDL,C,D,STD,RBBN,USD,483.2550,110.4720,4.1920,-130.0750,563.1110,A,3.1000
135990,20191231,2019,INDL,C,D,STD,NRG,USD,1658.0000,248.9960,1326.0000,4438.0000,9821.0000,A,39.7500
136186,20191231,2019,INDL,C,D,STD,INSM,USD,261.6740,89.6820,-235.2450,-254.3370,136.4670,A,23.8800
136265,20191231,2019,INDL,C,D,STD,PACW,USD,4954.6970,119.7820,734.0810,468.6360,1362.4550,A,38.2700
136648,20191231,2019,INDL,C,D,STD,VC,USD,480.0000,27.9560,105.0000,70.0000,2945.0000,A,86.5900
136725,20191231,2019,INDL,C,D,STD,ISRG,USD,8263.8000,116.0000,1382.2000,1379.3000,4478.5000,A,591.1500
137131,20191231,2019,INDL,C,D,STD,CRL,USD,1634.5840,48.9360,404.4290,252.0190,2621.2260,A,152.7600
137310,20200131,2019,INDL,C,D,STD,MRVL,USD,8678.5800,663.4810,-68.3930,1584.3910,2699.1610,A,26.5600
137351,20191231,2019,INDL,C,D,STD,BHLB,USD,1717.9310,49.5850,215.2940,97.4500,592.1640,A,32.8800
137573,20191231,2019,INDL,C,D,STD,ENTG,USD,1165.8890,134.7270,295.4120,254.8600,1591.0660,A,50.0900
137602,20191231,2019,INDL,C,D,STD,ACLS,USD,419.4270,32.5850,24.2050,17.0340,342.9580,A,24.0950
137609,20191231,2019,INDL,C,D,STD,MAXR,USD,761.0000,59.9000,-7.0000,109.0000,1666.0000,A,15.6700
137642,20191231,2019,INDL,C,D,STD,SAVA,USD,22.0990,21.8420,-4.9590,-4.6310,0.0000,A,5.2000
137943,20191231,2019,INDL,C,D,STD,EVC,USD,288.1720,84.3550,18.7260,-19.7120,273.5750,A,2.6200
138122,20191231,2019,INDL,C,D,STD,ARNA,USD,1071.4650,50.1710,482.7460,397.5550,806.4310,A,45.4200
138205,20191231,2019,INDL,C,D,STD,ILMN,USD,4613.0000,147.0000,1040.0000,1002.0000,3543.0000,A,331.7400
138483,20191231,2019,INDL,C,D,STD,BRKR,USD,906.8000,154.1560,324.9000,197.2000,2072.6000,A,50.9700
138707,20191231,2019,INDL,C,D,STD,SRGA,USD,34.5640,73.9280,0.3520,-211.6420,308.3840,A,2.7400
138743,20191231,2019,INDL,C,D,STD,EQIX,USD,8840.6060,85.3080,1165.8920,507.4500,5562.1400,A,583.7000
139025,20191231,2019,INDL,C,D,STD,PNFP,USD,4355.7480,76.5640,604.7440,400.8810,1331.7620,A,64.0000
139665,20191231,2019,INDL,C,D,STD,MCO,USD,612.0000,187.6870,2091.0000,1422.0000,4829.0000,A,237.4100
139804,20191231,2019,INDL,C,D,STD,TTMI,USD,1279.0370,105.5100,134.0040,41.3010,2689.3080,A,15.0500
140042,20191231,2019,INDL,C,D,STD,AWH,USD,8.7380,97.2860,-15.2780,-15.2370,4.5380,A,0.8100
140044,20191231,2019,INDL,C,D,STD,DRRX,USD,22.8600,195.2570,-19.6510,-20.5780,29.5640,A,3.8000
140073,20191231,2019,INDL,C,D,STD,ITGR,USD,1152.4880,32.7000,169.7860,96.3360,1258.0940,A,80.4300
140541,20190630,2019,INDL,C,D,STD,TPR,USD,3513.4000,286.8000,908.5000,643.4000,6027.1000,A,26.9700
140565,20191231,2019,INDL,C,D,STD,SLCT,USD,212.7750,18.3300,25.2830,13.0350,63.8650,A,12.3000
140988,20191231,2019,INDL,C,D,STD,TNET,USD,475.0000,69.0650,268.0000,212.0000,3856.0000,A,56.6100
141178,20191231,2019,INDL,C,D,STD,INSG,USD,-37.2380,81.9740,-18.0140,-40.1250,219.4960,A,7.3300
141277,20191231,2019,INDL,C,D,STD,EXAS,USD,2288.0610,147.6260,-170.9460,-83.9930,876.2930,A,92.4800
141359,20200531,2019,INDL,C,D,STD,RGP,USD,303.6610,32.1440,43.7660,28.2850,703.3530,A,16.3300
141384,20191231,2019,INDL,C,D,STD,ALGN,USD,1346.1690,78.4330,514.4830,442.7760,2406.7960,A,279.0400
141459,20191231,2019,INDL,C,D,STD,GRMN,USD,4793.4960,190.6860,945.5860,952.4860,3757.5050,A,97.5600
141460,20191231,2019,INDL,C,D,STD,SGEN,USD,1876.2870,171.9940,-220.5450,-158.6500,916.7130,A,114.2600
141469,20191231,2019,INDL,C,D,STD,HBIO,USD,81.6940,38.1880,2.7310,-4.6870,116.1760,A,3.0500
141496,20191231,2019,INDL,C,D,STD,DVAX,USD,8.2900,83.8710,-121.4870,-152.6000,35.2190,A,5.7200
141846,20191231,2019,INDL,C,D,STD,ACAD,USD,699.1350,155.2750,-246.5450,-235.2590,339.0760,A,42.7800
141913,20191231,2019,INDL,C,D,STD,GPN,USD,27855.7470,300.2260,1047.0170,430.6130,4911.8920,A,182.5600
142260,20191231,2019,INDL,C,D,STD,OIS,USD,1223.9670,60.5010,-27.9860,-231.8080,1017.3540,A,16.3100
142460,20191231,2019,INDL,C,D,STD,BTU,USD,2613.8000,96.9000,21.2000,-211.3000,4623.4000,A,9.1200
142546,20191231,2019,INDL,C,D,STD,MPX,USD,77.2120,33.8700,34.1350,28.2390,292.1360,A,14.4000
142814,20190630,2019,INDL,C,D,STD,SYNA,USD,657.3000,33.3500,11.9000,-22.9000,1472.2000,A,65.7700
142953,20191231,2019,INDL,C,D,STD,MDLZ,USD,27275.0000,1435.0060,4411.0000,3870.0000,25868.0000,A,55.0800
142956,20191231,2019,INDL,C,D,STD,OMCL,USD,845.2540,42.1320,80.0670,61.3380,897.0270,A,81.7200
