tic,current_assets,total_assets,current_liabilities,total_liabilities,total_equity,mkt_value,price_close,shares_out,book_value_share,ppe,employees,cash,receivables,sales,cogs,inventory,ebit,ebitda,interest_exp,working_cap,net_income
BXMT,,16551.871,,12767.19,3784.681,5024.8489,37.22,135.004,27.8702,,0,150.09,16281.034,882.679,117.289,0,765.39,,458.503,,305.567
HQY,296.004,2565.181,152.137,1534.886,1030.295,4693.6291,74.07,71.051,14.5008,116.664,2.931,191.726,70.485,531.993,185.436,,109.117,164.469,24.772,143.867,39.664
HOLX,1793.1,6442.1,1070.1,4326.4,2115.7,13515.4157,52.21,267.685,7.9037,470.9,6.478,601.8,648.7,3367.3,1199.6,444.9,600.3,1063.3,140,723,-203.6
TRUP,158.821,257.2,91.625,120.44,136.76,1309.1146,37.46,34.947,3.9134,70.472,0.738,29.168,54.408,383.936,319.012,0,-1.568,4.064,1.349,67.196,-1.809
SAGE,1035.093,1084.15,112.128,139.495,944.655,3745.0006,72.19,51.877,18.2095,42.897,0.675,126.705,0,6.868,712.709,,-708.124,-705.841,0,922.965,-680.238
PLYM,,685.481,,442.056,243.425,260.053,18.39,14.141,6.2997,,0.027,10.465,0,75.29,64.618,0,3.191,,14.948,,-10.42
CNNE,630.9,2092.2,198.7,562.4,1529.8,2957.2372,37.19,79.517,18.7193,355.5,22.482,533.7,16,1070,1136.5,16.3,-107.2,-66.5,17.8,432.2,77.3
ATEX,142.152,267.397,8.823,22.331,245.066,784.839,43.21,17.185,14.2605,13.5,0.059,137.453,0.061,1.564,2.833,0,-37.101,-33.51,0,133.329,-37.638
LNTH,172.911,405.919,66.111,291.318,114.601,805.038,20.51,39.251,2.9197,117.432,0.508,92.919,43.529,347.337,159.147,29.18,59.671,73.05,13.617,106.8,31.667
XENT,129.051,147.902,18.936,29.844,118.058,802.6515,24.9,32.235,3.6624,18.292,0.402,20.652,19.113,109.142,19.106,17,-45.394,-42.727,0,110.115,-42.994
ATRA,272.992,342.942,36.743,52.161,290.781,935.5948,16.47,56.806,5.1188,68.183,0.393,74.317,0,0,0,0,-295.681,-288.54,0.056,236.249,-290.976
OCUL,60.17,78.74,12.029,82.37,-3.63,198.8193,3.95,50.334,-0.0721,16.806,0.161,54.437,2.548,4.227,87.499,0.954,-85.802,-83.272,6.101,48.141,-86.372
BSIG,,1419.7,,1221.3,114.5,877.7549,10.22,85.886,0.7498,103.5,0.054,111.3,178.1,819.5,503.9,88.8,291.8,315.6,32.2,,223.9
ADVM,175.87,222.727,19.408,47.77,174.957,775.6301,11.52,67.329,2.5985,45.847,0.114,65.897,0,0.25,67.222,0,-68.545,-66.972,0,156.462,-64.486
VKTX,283.501,284.256,6.777,7.137,277.119,580.7603,8.02,72.414,3.8269,0.598,0.019,8.377,0,0,0,0,-32.687,-32.687,0.146,276.724,-25.779
AKTS,31.821,47.949,3.216,21.994,25.955,192.9024,8,30.141,0.8611,15.178,0.09,30.154,0.425,1.443,26.463,0.094,-27.517,-25.02,2.886,28.605,-29.248
AXDX,121.852,134.424,8.162,141.803,-7.379,924.5821,16.9,54.709,-0.1349,11.822,0.275,61.014,3.597,9.297,2.597,8.059,-72.831,-70.531,14.256,113.69,-84.305
LOCO,24.678,624.752,73.959,379.186,245.566,531.8228,15.14,35.127,6.9908,284.173,5.005,8.07,8.881,442.33,345.584,2.009,33.801,51.656,3.787,-49.281,24.9
NBEV,112.956,251.13,79.426,158.855,92.275,149.0089,1.82,81.873,1.1271,66.901,0.934,60.842,11.134,253.708,100.624,36.718,-46.618,-37.859,3.677,33.53,-89.835
LBRDK,52.133,12256.342,12.139,1588.396,10667.946,22837.2523,125.75,181.901,58.647,0,0.056,49.724,0,14.859,9.45,0,-29.277,-27.402,25.166,39.994,117.216
VICR,179.066,240.727,29.93,34.857,205.87,1893.3747,46.72,40.526,5.0723,56.952,1.014,84.668,38.115,262.977,129.677,49.187,14.101,24.435,0,149.136,14.098
AVNS,538.5,1799.6,212.5,534.4,1265.2,1601.6936,33.7,47.528,26.6201,248.5,4.7,205.3,163.8,697.6,264,145.9,57.7,94.6,16.8,326,-45.9
GVA,1376.941,2502.088,842.056,1323.672,1178.416,1259.0957,27.67,45.504,25.0851,614.831,5.6,262.273,547.417,3445.606,3102.008,300.326,-86.303,35.617,18.374,534.885,-60.191
LSTR,997.888,1427.711,552.904,706.242,721.469,4494.7905,113.87,39.473,18.2775,288.6,1.333,319.515,624.102,4089.618,3245.067,0,298.904,343.372,3.141,444.984,227.72
KMPR,,12989.1,,9016.8,3972.3,,77.5,66.666,59.5851,75.6,8.9,136.8,1669.9,5014.3,4240.3,0,703.4,774,42.5,,531.1
UNVR,2453.6,6494.8,1449.4,4762,1732.8,4089.288,24.24,168.7,10.2715,1309.7,10.3,330.3,1160.1,9286.9,7140.8,796,445.2,659.9,150.2,1004.2,-100.2
VYNE,76.414,81.159,29.326,63.584,17.575,205.0647,3.33,61.581,0.2854,4.579,,43.759,0.654,0.443,95.966,1.356,-95.873,-95.523,0.921,47.088,-95.178
W,1377.138,2953.048,1611.519,3897.256,-944.208,8458.632,90.37,93.6,-10.0877,1387.944,16.985,582.753,148.048,9127.057,6787.306,61.692,-929.941,-737.522,69.874,-234.381,-984.584
AAON,187.549,371.424,56.028,,290.14,2573.2234,49.41,52.079,5.5712,179.777,2.29,26.797,68.2,469.333,328.666,73.601,67.348,90.114,,131.521,53.711
CIVB,,2309.557,,1979.431,330.126,400.512,24,16.688,19.7822,26.144,0.457,48.535,1694.203,120.497,13.989,2.285,58.086,61.271,,,33.878
RYTM,302.404,308.523,24.417,27.503,281.02,1010.1711,22.96,43.997,6.3873,5.716,0.07,62.294,0,0,0,0,-146,-145.166,,277.987,-140.729
PGRE,,8734.135,,4103.173,4630.962,3165.8534,13.92,227.432,16.6455,,0.317,306.215,361.943,769.615,565.183,0,133.877,,148.464,,-36.899
GWB,,12788.301,,10888.052,1900.249,1857.372,34.74,56.284,33.7618,120.645,1.666,201.487,9635.989,603.649,163.156,36.764,269.749,283.404,,,167.365
CALA,159.796,168.768,19.624,26.342,142.426,362.6649,5.71,63.514,2.2424,8.252,0.093,60.437,0.482,0,0,0,-92.895,-92.416,,140.172,-89.86
STOR,,8296.526,,3811.141,4485.385,8931.0085,37.24,239.823,18.7029,,0.097,99.753,610.567,665.714,251.519,0,361.877,,159.246,,284.975
VBTX,,7954.937,,6764.14,1190.797,1487.4943,29.13,51.064,23.3197,131.741,0.679,65.151,5891.371,408.866,115.203,20.075,188.554,204.487,,,90.739
AFMD,118.855,126.087,39.48,82.696,43.391,208.925,2.74,76.25,0.5691,3.496,0.128,106.87,1.663,24.005,59.645,0.332,-36.657,-35.64,0.569,79.375,-36.319
PRAH,985.567,3544.43,1017.209,2454.439,1089.991,7057.1358,111.15,63.492,17.1674,367.059,17.5,236.232,661.156,3066.262,2189.621,0,366.818,481.716,51.987,-31.642,243.02
NVEC,34.385,79.498,0.796,1.503,77.995,251.5651,71.4,4.835,16.1313,1.399,0.046,8.066,2.694,25.412,4.525,3.884,15.515,15.879,0,33.589,14.527
CDK,987.1,2999,837.9,3713.5,-714.5,5987.184,54.68,121.1,-6.0248,144.8,9,311.4,474.5,1914.8,791.4,0,604.8,694.6,139.1,149.2,124
MMSI,454.538,1757.321,181.656,807.377,949.944,1723.7499,31.22,55.213,17.2051,459.029,6.355,44.32,168.532,994.852,480.228,225.698,50.604,142.704,12.413,272.882,5.451
FRPT,54.324,236.126,41.986,104.861,131.265,2135.9853,59.09,36.148,3.6313,174.442,0.462,9.472,18.581,245.862,125.295,12.542,-0.253,15.347,0.991,12.338,-1.383
CZR,604.643,5640.553,688.446,4523.296,1117.257,4626.2152,59.64,77.569,14.4034,2802.743,15.5,206.317,57.705,2528.249,1186.149,18.379,448.455,669.98,286.248,-83.803,81.001
TBK,,5060.297,,4423.707,636.59,949.1693,38.02,24.965,25.4993,117.661,1.107,67.747,4165.42,342.722,63.192,5.744,131.206,148.472,,,58.544
BSGM,12.827,14.217,2.03,2.341,11.876,138.0722,5.92,23.323,0.4725,0.894,0.033,12.108,0,0,0,0.578,-34.604,-34.55,0,10.797,-34.055
CFG,,165733,,143532,22201,17589.0438,40.61,433.121,47.5641,1460,18,1175,117836,8066,1968,3375,3250,3250,,,1791
CHRS,343.009,408.927,114.969,303.713,105.214,1266.9578,18.005,70.367,1.4952,16.489,0.291,177.668,141.992,356.071,243.744,9.807,109.068,112.327,17.601,228.04,89.833
HUBS,1109.724,1569.268,322.489,919.31,649.958,6808.3675,158.5,42.955,15.1311,318.039,3.387,269.67,92.517,674.86,101.165,0,-46.464,-17.671,22.818,787.235,-53.746
BOOT,384.651,924.711,312.625,603.018,321.693,372.5004,44.53,28.809,11.1664,279.846,3.2,69.563,17.259,845.575,547.873,288.717,73.668,95.051,13.31,72.026,47.949
FGEN,702.49,857.397,102.745,321.991,535.406,3759.6087,42.89,87.657,5.8881,84.276,0.531,126.266,153.665,256.577,334.744,6.887,-89.314,-78.167,2.876,599.745,-76.97
NVRO,422.052,469.645,70.611,253.293,216.352,3707.6818,117.54,31.544,6.8587,33.299,0.853,65.373,82.833,390.255,113.742,91.579,-87.279,-82.716,10.931,351.441,-103.686
WK,571.232,646.396,231.932,581.053,65.343,1961.17,42.05,46.639,1.401,55.097,1.58,381.742,62.66,297.891,80.852,0,-45.722,-41.562,6.366,339.3,-48.134
SNR,,2194.709,,1917.808,276.901,634.6746,7.65,82.964,2.8494,,0.019,39.614,6.25,345.903,272.763,0,49.567,49.967,76.964,,2.014
CRBP,38.155,49.143,34.888,42.985,6.158,353.1146,5.46,64.673,0.0952,10.903,0.141,31.749,2.681,36.144,112.51,0,-77.105,-76.366,0.022,3.267,-71.454
SIEN,157.257,204.404,70.47,122.522,81.882,442.8876,8.94,49.54,1.6528,19.886,0.339,87.608,27.548,83.699,29.488,39.612,-88.766,-85.242,4.572,86.787,-106.818
SYNH,1562.164,7453.795,1516.461,4424.141,3029.654,6177.4304,59.475,103.866,29.1689,422.457,24,163.689,1303.641,4675.815,3645.905,0,341.164,583.629,129.82,45.703,131.258
UPLD,239.253,898.067,129.74,685.206,212.861,901.6775,35.71,25.25,8.4301,11.973,0.832,175.024,56.049,222.637,60.381,0,15.351,49.972,22.313,109.513,-45.371
GRBK,,875.539,,325.533,536.395,579.6022,11.48,50.488,10.3622,7.771,0.46,33.269,4.72,791.66,622.578,753.567,70.423,73.502,12.14,,58.656
MCF,46.387,353.826,110.547,237.786,116.04,473.3493,3.67,128.978,0.8989,297.005,0.124,1.624,39.567,76.512,151.005,0.15,-146.554,-96.257,8.596,-64.16,-159.796
JYNT,13.304,43.706,13.566,37.985,5.721,224.0716,16.14,13.883,0.4121,19.069,0.15,8.456,3.54,48.451,5.566,0,3.576,5.475,0.062,-0.262,3.324
IBOC,,12112.894,,9994.841,2118.053,2808.164,43.07,65.2,32.4855,512.766,3.314,256.82,6834.668,647.227,77.472,71.103,366.921,395.191,,,205.104
AXTA,2573.4,6818,1072.9,5408.4,1409.6,7140.96,30.4,234.9,5.765,1318.6,14,1017.5,867.6,4482.2,2762.4,591.6,568.8,827.5,164.6,1500.5,249
FND,701.486,2324.309,552.541,1559.973,764.336,5155.081,50.81,101.458,7.5335,1278.545,7.317,27.037,72.169,2045.456,1112.555,581.865,171.149,241.036,8.801,148.945,150.631
NEWR,1000.453,1258.434,376.582,866.126,390.639,2766.9091,65.71,59.838,6.5283,158.071,2.131,292.523,147.361,599.51,60.401,0,-80.066,-37.303,23.695,623.871,-88.937
TBI,421.733,1136.155,230.806,510.182,625.973,895.5613,24.06,37.222,16.8173,107.232,6.2,37.608,353.408,2368.779,1742.621,0,67.741,105.29,2.783,190.927,63.073
HCA,11196,45058,7757,45623,-565,50025.7033,147.81,338.446,-8.2967,24549,280,621,7389,51336,41152,1849,7218,9814,1824,3439,3505
XLNX,2909.141,4693.334,1085.681,2378.285,2315.049,19002.5514,97.77,243.81,9.4953,430.393,4.891,1777.703,273.028,3162.666,964.534,304.34,834.44,926.425,39.82,1823.46,792.721
GNSS,34.039,47.12,9.273,11.739,35.381,110.3825,3.27,32.95,1.0738,2.269,0.083,18.819,3.644,36.979,17.698,5.835,3.136,3.961,0,24.766,2.785
CURO,,1081.895,,1031.382,50.513,501.2801,12.18,41.156,1.2274,188.264,4,75.242,591.139,1141.797,275.865,0,232.152,250.782,69.763,,111.488
PARR,1032.174,2700.56,1034.322,2052.318,648.242,1237.623,23.24,53.254,12.1726,1382.016,1.408,126.015,228.718,5401.516,5124.378,615.872,152.684,230.915,74.839,-2.148,40.809
UE,,2846.358,,1831.582,1014.776,2327.8766,19.18,121.37,7.9741,,0.117,432.954,95.443,397.423,259.144,0,100.434,,68.064,,109.523
GMS,930.95,2288.782,427.873,1654.801,633.981,782.1425,27.08,42.554,14.8983,420.724,5.913,210.909,405.254,3241.307,2177.518,299.815,171.322,287.855,67.718,503.077,23.381
PIRS,115.013,141.097,27.003,89.745,51.352,199.8674,3.62,55.212,0.9301,22.938,0.127,62.26,6.787,46.279,72.804,0,-27.157,-26.525,0,88.01,-25.469
SUM,796.281,4067.556,299.297,2622.783,1444.773,2708.0851,23.9,113.309,12.5975,1780.226,6,311.319,253.256,2222.14,1542.318,217.875,215.78,416.896,116.509,496.984,59.066
LCI,472.249,1187.413,176.622,853.372,334.041,230.3467,8.82,38.011,8.788,186.67,1.02,140.249,164.752,655.407,350.129,143.971,129.77,185.364,84.624,295.627,-272.107
VSTO,709.011,1391.289,246.701,948.784,442.505,510.7432,7.48,58.039,7.6243,253.757,4.4,31.375,321.143,1755.871,1327.727,331.293,46.124,113.982,34.564,462.31,-155.079
ESTE,60.268,1125.543,100.158,289.792,835.751,186.2349,6.33,29.421,11.7467,1045.313,0.069,13.822,35.719,191.262,40.554,0,52.987,122.444,6.566,-39.89,0.719
SHAK,87.675,968.268,99.392,646.283,321.985,2050.2207,59.57,34.417,8.6822,589.288,7.346,37.099,10.017,594.519,446.607,2.221,27.163,67.555,0.434,-11.717,19.827
DEA,,2234.589,,1034.748,1199.841,1775.7634,23.73,74.832,14.2001,,0.037,12.012,43.608,221.722,164.361,0,35.439,,33.46,,7.207
INOV,257.237,1908.634,130.36,1220.475,688.159,2918.5491,18.82,155.077,4.4375,192.794,2.662,93.094,144.002,642.41,167.814,0,76.66,184.91,65.831,126.877,7.775
SYBT,,3724.197,,3317.9,406.297,928.1202,41.06,22.604,17.9746,58.618,0.615,46.863,2818.225,197.413,23.544,9.241,104.095,104.095,,,66.067
CC,2777,7258,1541,6563,695,2959.0537,18.09,163.574,4.2122,3853,7,943,602,5526,4002,1079,603,914,218,1236,-52
TRMB,1211.8,6640.7,1190.3,3520.3,3120.4,10418.331,41.69,249.9,12.481,381.7,11.484,189.2,608.2,3264.3,1348.8,312.1,424.3,631.5,82.4,21.5,514.3
VERU,16.807,53.629,14.02,21.296,32.333,140.4821,3.35,65.038,0.4971,0.352,0.386,6.295,5.021,31.803,9.985,3.647,-6.436,-5.965,4.706,2.787,-12.017
AJX,,1576.841,,1192.757,384.084,327.923,14.81,22.142,16.2534,0,0,64.343,1168.482,117.924,28.08,0,89.844,89.844,59.325,,34.705
NVTA,442.398,781.601,81.86,401.961,379.64,1593.5795,16.13,98.796,3.8427,74.387,1.3,151.389,32.541,216.824,106.568,6.648,-195.508,-180.693,12.412,360.538,-241.965
FNWB,,1307.336,,1130.485,176.851,180.1759,18.13,9.938,17.7954,18.942,0.197,13.519,878.437,56.325,12.117,0.565,18.977,20.567,,,9.014
XHR,,3263.006,,1487.848,1775.158,2434.8203,21.61,112.671,15.4345,,0.048,110.841,36.542,1149.087,997.343,0,120.058,,48.605,,55.4
EXPO,364.044,563.411,123.96,213.16,350.251,3571.6816,69.01,51.756,6.7674,84.59,1.201,176.436,120.138,417.199,304.762,0,85.111,91.917,0,240.084,82.46
GDDY,1575.3,6301.2,2001.1,5519.1,782.1,11741.1266,67.92,172.867,4.4659,455.2,7.024,1062.8,30.2,2988.1,1380.3,0,209.7,415.7,92.1,-425.8,137
UNIT,,5017,,6500.164,-1483.164,1577.4858,8.21,192.142,-8.1547,,0.899,142.813,80.031,1057.611,565.778,0,345.225,,393.212,,10.582
ENR,2036.8,5449.6,1069,4905.8,543.8,3002.7492,50.22,68.902,4.7052,362,7.5,258.5,387.4,2494.5,1379.4,469.3,426.9,522.7,160.4,967.8,51.1
BHE,1195.082,1759.874,459.245,745.042,1014.832,1269.8425,34.36,36.957,27.4598,284.989,10.6,347.558,486.604,2268.095,2029.184,314.956,49.327,97.293,6.664,735.837,23.425
NXRT,,1865.989,,1436.453,426.241,1136.07,45,25.246,16.8835,0,0.003,25.671,6.285,181.066,129.553,0,14.909,27.635,37.385,,99.14
FRTA,498.995,1740.058,226.447,1619.091,120.967,748.406,11.56,64.741,1.8685,535.828,4.578,34.8,205.801,1529.752,1183.234,238.483,81.553,178.811,94.97,272.548,-7.331
VRAY,311.864,350.019,59.068,133.845,216.174,621.1502,4.22,147.192,1.4687,35.119,0.309,226.783,16.817,87.782,80.662,55.031,-112.895,-108.197,4.327,252.796,-120.199
SEDG,932.763,1494.624,436.714,682.954,811.67,4649.7108,95.09,48.898,16.5992,212.821,2.431,223.901,398.734,1425.66,917.871,170.798,223.147,250.042,5.826,496.049,146.549
NSA,,3084.245,,1632.144,1452.101,2005.7356,33.62,59.659,11.7577,1.925,0.459,20.558,10.347,382.926,215.466,0,120.562,,56.464,,3.983
BLBD,172.091,365.413,169.682,433.224,-67.811,503.9707,22.92,26.476,-2.5612,104.696,2.3,70.959,10.537,1018.874,875.017,78.83,64.966,75.349,14.279,2.409,24.3
MTRX,417.31,633.394,275.499,281.437,351.957,543.1098,22.88,26.807,13.1293,79.335,5,89.715,218.461,1416.68,1266.505,104.1,37.93,56.154,1.296,141.811,27.982
ESE,495.194,1466.72,251.635,640.498,826.222,2067.0484,92.5,25.981,31.801,161.47,3.239,61.808,174.427,812.97,487.959,244.135,112.852,152.902,8.396,243.559,81.039
CABO,181.488,3151.831,189.542,2310.262,841.569,8506.6061,1488.47,5.715,147.2562,1218.195,2.751,125.271,40.598,1167.997,388.552,0,334.922,551.609,71.729,-8.054,178.582
ETSY,921.038,1542.352,188.528,1135.718,406.634,5242.5949,44.3,118.343,3.4361,169.226,1.24,443.293,15.386,818.379,223.005,0,92.678,140.709,24.32,732.51,95.894
BLD,779.827,2603.963,476.754,1451.074,1152.889,3452.1492,103.08,33.49,34.4249,265.214,10.4,184.807,428.844,2624.121,1890.154,149.078,292.462,345.162,37.823,303.073,190.995
PJT,,952.777,,378.26,574.517,1041.465,45.13,23.077,1.3602,203.642,0.678,215.95,227.516,704.951,620.414,0,70.041,84.537,,,29.562
LITE,1332.8,2716.6,294,1219.5,1497.1,4094.0367,79.3,76.653,19.5309,433.3,5.161,432.6,286.2,1565.3,859,228.8,195.3,352.8,33.6,1038.8,-36.7
ETH,216.29,510.351,122.826,146.422,363.929,559.9222,19.06,26.587,13.6859,245.246,4.736,20.824,14.247,746.684,315.562,162.389,54.495,74.132,,93.464,25.698
XBIT,716.263,816.877,60.19,61.246,755.631,774.9708,18.665,41.52,18.1992,25.171,0.06,714.594,0,0,0,0,-31.233,-28.872,0,656.073,668.629
ADRO,217.902,291.313,21.601,225.718,65.595,95.2685,1.18,80.736,0.8125,45.798,0.096,59.624,0.342,17.258,93.781,0,-81.386,-76.523,,196.301,-82.372
TYME,28.079,29.501,5.582,10.476,19.025,135.6432,1.4,123.312,0.1543,0.155,0.018,26.7,0,0,0,0,-25.761,-25.756,0.114,22.497,-22.001
BPMC,516.786,707.694,106.482,243.335,464.359,3947.1799,80.11,49.272,9.4244,111.114,0.383,113.938,23.412,66.512,422.579,0,-361.326,-356.067,,410.304,-347.694
VIRT,,9609.37,,8380.434,1228.936,,15.99,118.257,7.8758,430.615,1.012,773.28,3158.201,1530.082,1107.234,2765.69,286.609,422.848,279.898,,-58.595
NRIM,,1643.996,,1436.879,207.117,251.2097,38.3,6.559,31.5775,52.728,0.431,20.518,1024.283,107.429,4.466,74.877,40.974,45.039,,,20.691
OPRX,27.142,56.639,6.108,11.777,44.862,149.9523,10.27,14.601,3.0725,0.736,0.07,18.853,7.418,24.598,9.159,0,-2.894,-1.719,0,21.034,-3.143
CVA,400,3715,353,3339,376,1944.04,14.84,131,2.8702,2497,4,37,262,1870,1433,20,92,315,143,47,10
CATY,,18094.144,,15799.861,2294.283,3033.6885,38.05,79.729,28.776,138.229,1.219,177.24,14951.631,814.018,187.361,10.244,457.484,464.24,,,279.135
CDAY,3623.7,6085.7,3371.7,4203.4,1882.3,9800.9896,67.88,144.387,13.0365,160.3,5.011,281.3,109.6,824.1,398.8,0,88.8,145.9,33.2,252,78.7
COLL,255.72,306.302,201.765,218.87,87.432,693.1138,20.58,33.679,2.596,20.901,0.255,170.019,72.953,296.701,178.908,9.643,-23.748,-8.265,0.909,53.955,-22.722
CHCT,,562.531,,209.12,353.411,917.6755,42.86,21.411,16.506,,0.025,1.73,31.788,61.286,34.46,0,19.169,,9.301,,8.376
HAYN,371.873,593.8,60.08,297.525,296.275,448.5018,35.78,12.514,23.6755,169.966,1.179,31.038,78.736,490.215,405.586,258.802,17.716,36.842,0.986,311.793,9.745
ALTA,,2406.334,,2073.972,332.362,568.3644,30.12,18.87,17.6132,39.474,0.49,38.987,1649.492,134.23,16.131,18.669,70.167,73.563,,,44.324
PAVM,6.548,7.24,11.878,11.878,-4.638,48.5748,1.2,40.479,-0.1512,,0.015,6.219,0,0,0,0,-14.295,-14.281,0.033,-5.33,-16.457
CYH,3427,15609,2282,17248,-2141,341.6867,2.9,117.823,-18.8248,6215,80,,2395,13210,11514,354,904,1512,1064,1145,-675
DORM,754.59,1041.072,220.502,267.488,773.584,2465.2918,75.72,32.558,23.7602,134.035,2.742,68.353,391.81,991.329,614.93,280.813,152.654,179.854,16.7,534.088,83.762
VWTR,,181.089,,2.834,178.255,219.9981,11.12,19.784,9.0101,39.564,0.014,18.169,,29.398,8.495,0,11.526,11.94,0,,11.526
PSB,,2046.443,,84.632,1961.811,,164.87,27.441,29.1872,,0.155,62.786,34.385,434.338,232.592,0,189.085,,0.657,,174.966
AZO,5028.685,9895.913,5512.141,11609.764,-1713.851,26482.4242,1191.31,24.038,-71.2976,4398.751,96,176.3,308.995,11863.743,5128.785,4319.113,2209.341,2579.298,193.671,-483.456,1617.221
REGN,7689.1,14805.2,2096.6,3715.5,11089.7,41406.808,375.48,110.277,100.5622,2890.4,8.1,1617.8,2693.4,7863.4,5343.2,1415.5,2315,2520.2,30.2,5592.5,2115.8
EVH,228.801,1498.015,192.769,568.968,929.047,765.5305,9.05,84.589,10.904,157.328,3.4,101.008,77.418,846.383,648.833,0,-92.29,-31.377,14.534,36.032,-301.971
WING,30.19,166.113,32.929,375.541,-209.428,2540.0771,86.23,29.457,-7.1096,36.084,0.784,12.849,5.842,199.676,41.105,0.315,42.901,48.385,17.136,-2.739,20.476
EXTN,435.923,1418.004,326.645,1008.466,409.538,258.7032,7.83,33.04,12.3952,871.193,3.6,16.683,248.874,1317.44,954.218,143.538,36.351,198.908,41.32,109.278,-102.377
APLE,,4942.411,,1651.398,3291.013,3637.7738,16.25,223.863,14.701,,0.067,0,26.926,1266.597,781.637,0,229.266,,,,171.917
X,3813,11608,2625,7515,4093,1940.2249,11.41,170.046,24.0641,5677,27.5,749,1177,12937,12082,1785,-50,566,185,1188,-630
GKOS,262.878,818.4,57.7,145.128,673.272,2369.5539,54.47,43.502,15.4768,91.808,0.6,62.43,38.417,236.984,28.482,42.578,-31.847,-25.541,2.565,205.178,15.424
GNL,,3701.605,,1991.647,1709.958,1814.2285,20.28,89.459,16.1123,,0.001,270.302,52.146,306.214,132.065,0,91.279,153.191,64.199,,46.476
HAE,603.639,1267.11,274.822,680.001,587.109,5015.1902,114.9,50.323,11.6668,305.635,3.004,137.311,165.207,988.479,390.368,270.276,167.118,277.407,13.5,328.817,76.526
IONS,2720.597,3233.112,273.005,1548.565,1684.547,8477.9394,60.41,140.34,10.4824,166.251,0.817,683.287,63.034,1122.599,73.132,18.18,365.883,380.335,48.768,2447.592,294.146
APPF,61.791,260.102,47.451,128.152,131.95,3754.3527,109.95,34.146,3.8643,42.547,1.24,15.813,7.562,256.012,101.642,0,6.752,29.147,2.254,14.34,36.282
OLLI,433.538,1596.247,177.685,537.362,1058.885,3342.2626,65.31,63.014,16.804,484.768,8.3,89.95,2.84,1408.199,849.649,335.181,170.826,188.369,,255.853,141.13
LCUT,329.153,770.023,107.307,533.706,236.317,147.7292,6.95,21.256,11.1177,135.039,1.4,11.37,130.279,734.902,446.096,173.427,32.521,57.636,20.378,221.846,-44.415
ALRM,243.674,557.799,75.795,190.938,355.651,2092.682,42.97,48.701,7.3027,69.071,1.16,119.629,77.373,502.363,182.899,34.168,50.497,73.331,2.974,167.879,53.531
FCFS,740.989,2439.44,202.902,1089.405,1350.035,3412.9873,80.63,42.329,31.8939,640.716,21,46.527,417.839,1864.439,1441.631,265.256,258.57,300.474,34.035,538.087,164.618
DBI,900.81,2465.07,680.031,1744.156,720.914,1021.9478,15.74,71.766,10.0453,1313.81,15.8,86.564,89.151,3492.687,2406.368,632.587,142.643,229.292,8.914,220.779,94.497
NTRA,523.167,582.656,179.874,303.945,278.711,2627.9885,33.69,78.005,3.573,47.013,1.039,61.926,53.351,302.328,167.74,12.394,-130.675,-122.945,10.693,343.293,-124.827
MCRB,100.189,132.44,45.993,180.764,-48.324,241.9934,3.45,70.143,-0.6889,30.851,0.108,65.126,1.785,34.505,97.286,0,-70.384,-62.781,0.502,54.196,-70.279
IDXX,679.639,1832.475,725.337,1654.65,177.825,22319.0422,261.13,85.471,2.0764,614.452,9.2,90.326,307.487,2406.908,953.464,195.019,566.246,654.141,31.055,-45.698,427.72
AES,5231,33648,5096,27531,5229,13212.6647,19.9,663.953,4.5124,22822,8,1029,1610,10189,6818,487,2153,3175,1288,135,303
CRVL,208.991,416.26,133.689,226.549,189.711,979.4902,87.36,17.969,10.5577,166.566,3.824,83.223,65.767,592.225,443.788,0,60.711,83.227,0,75.302,47.377
